id,pop,shop,brand,container,capacity,price,quantity
4057,667237,shop_1,orange-power,plastic,1.5lt,1.79,20771
4058,667237,shop_1,gazoza,plastic,1.5lt,0.93,29927
4059,667237,shop_1,gazoza,can,330ml,0.41,31284
4060,667237,shop_1,lemon-boost,plastic,1.5lt,2.78,8080
4061,667237,shop_1,lemon-boost,can,330ml,0.61,18230
4062,138560,shop_2,kinder-cola,plastic,1.5lt,3.28,11063
4063,138560,shop_2,adult-cola,glass,500ml,0.96,27139
4064,138560,shop_2,adult-cola,plastic,1.5lt,1.73,28357
4065,138560,shop_2,orange-power,glass,500ml,1,23402
4066,138560,shop_2,orange-power,plastic,1.5lt,1.7,23627
4067,138560,shop_2,orange-power,can,330ml,0.32,53399
4068,138560,shop_2,gazoza,glass,500ml,0.76,24273
4069,138560,shop_2,gazoza,plastic,1.5lt,1.28,26320
4070,138560,shop_2,gazoza,can,330ml,0.35,39130
4071,167001,shop_6,kinder-cola,glass,500ml,1.51,15591
4072,167001,shop_6,kinder-cola,plastic,1.5lt,3.13,15120
4073,167001,shop_6,kinder-cola,can,330ml,0.8,28006
4074,167001,shop_6,adult-cola,glass,500ml,0.75,41633
4075,167001,shop_6,adult-cola,plastic,1.5lt,2.16,29991
4076,167001,shop_6,adult-cola,can,330ml,0.66,36767
4077,167001,shop_6,orange-power,glass,500ml,0.97,30959
4078,167001,shop_6,orange-power,plastic,1.5lt,1.3,45591
4079,167001,shop_6,orange-power,can,330ml,0.44,63710
4080,167001,shop_6,gazoza,glass,500ml,0.61,59732
4081,167001,shop_6,gazoza,plastic,1.5lt,1.09,39292
4082,167001,shop_6,lemon-boost,glass,500ml,1.1,21541
4083,167001,shop_6,lemon-boost,plastic,1.5lt,1.32,25620
4084,167001,shop_6,lemon-boost,can,330ml,0.55,32253
4085,351650,shop_4,kinder-cola,plastic,1.5lt,3.06,10618
4086,351650,shop_4,kinder-cola,can,330ml,0.84,14959
4087,351650,shop_4,adult-cola,glass,500ml,1.01,30556
4088,351650,shop_4,adult-cola,plastic,1.5lt,2.62,19764
4089,351650,shop_4,orange-power,plastic,1.5lt,1.51,31205
4090,351650,shop_4,orange-power,can,330ml,0.51,37794
4091,351650,shop_4,gazoza,glass,500ml,0.64,44777
4092,351650,shop_4,gazoza,plastic,1.5lt,0.84,37249
4093,351650,shop_4,gazoza,can,330ml,0.31,59380
4094,351650,shop_4,lemon-boost,glass,500ml,1.16,13215
4095,351650,shop_4,lemon-boost,plastic,1.5lt,1.95,19919
4096,351650,shop_4,lemon-boost,can,330ml,0.59,27324
4097,667237,shop_3,kinder-cola,glass,500ml,0.78,15101
4098,667237,shop_3,kinder-cola,plastic,1.5lt,2.34,9888
4099,667237,shop_3,adult-cola,glass,500ml,1.44,10155
4100,667237,shop_3,adult-cola,plastic,1.5lt,2.08,16417
4101,667237,shop_3,adult-cola,can,330ml,0.55,25302
4102,667237,shop_3,orange-power,glass,500ml,0.86,22696
4103,667237,shop_3,orange-power,plastic,1.5lt,1.99,13113
4104,667237,shop_3,orange-power,can,330ml,0.28,35579
4105,667237,shop_3,gazoza,glass,500ml,0.77,14791
4106,667237,shop_3,gazoza,plastic,1.5lt,1.17,19170
4107,667237,shop_3,lemon-boost,glass,500ml,1,14813
4108,667237,shop_3,lemon-boost,plastic,1.5lt,2.43,10858
4109,667237,shop_3,lemon-boost,can,330ml,0.25,29178
4110,141732,shop_5,kinder-cola,plastic,1.5lt,4.4,4293
4111,141732,shop_5,kinder-cola,can,330ml,0.76,14293
4112,141732,shop_5,adult-cola,glass,500ml,1.08,18614
4113,141732,shop_5,adult-cola,can,330ml,0.55,28067
4114,141732,shop_5,orange-power,glass,500ml,1.04,14831
4115,141732,shop_5,gazoza,glass,500ml,0.8,16019
4116,141732,shop_5,gazoza,plastic,1.5lt,1.31,19191
4117,141732,shop_5,gazoza,can,330ml,0.31,37009
4118,141732,shop_5,lemon-boost,glass,500ml,0.7,22722
4119,141732,shop_5,lemon-boost,plastic,1.5lt,1.15,18370
4120,141732,shop_5,lemon-boost,can,330ml,0.56,21894
4121,138560,shop_2,lemon-boost,can,330ml,0.64,22064
4122,138560,shop_2,lemon-boost,plastic,1.5lt,0.99,30033
4123,141732,shop_5,orange-power,can,330ml,0.54,28324
4124,351650,shop_4,kinder-cola,glass,500ml,1.6,11295
4125,351650,shop_4,orange-power,glass,500ml,0.69,60558
4126,667237,shop_1,orange-power,can,330ml,0.66,14076
4127,667237,shop_3,kinder-cola,can,330ml,0.65,13344
4128,667237,shop_1,gazoza,glass,500ml,0.53,58570
4129,138560,shop_2,kinder-cola,glass,500ml,0.94,20111
4130,138560,shop_2,lemon-boost,glass,500ml,0.85,29106
4131,167001,shop_6,gazoza,can,330ml,0.35,63309
4132,141732,shop_5,orange-power,plastic,1.5lt,1.91,15158
4133,141732,shop_5,adult-cola,plastic,1.5lt,2.71,10508
4134,667237,shop_3,gazoza,can,330ml,0.4,21144
4135,138560,shop_2,kinder-cola,can,330ml,0.87,18405
4136,667237,shop_1,lemon-boost,glass,500ml,1.02,13541
4137,138560,shop_2,adult-cola,can,330ml,0.65,30661
4138,141732,shop_5,kinder-cola,glass,500ml,1.47,9551
4139,351650,shop_4,adult-cola,can,330ml,0.71,31812
4140,667237,shop_1,kinder-cola,glass,500ml,1.7,6907
4141,667237,shop_1,kinder-cola,plastic,1.5lt,3.14,8494
4142,667237,shop_1,adult-cola,glass,500ml,1.3,15979
4143,667237,shop_1,adult-cola,plastic,1.5lt,1.77,21516
4144,667237,shop_1,adult-cola,can,330ml,0.56,25358
4145,667237,shop_1,orange-power,glass,500ml,0.96,19782
4146,667237,shop_1,orange-power,can,330ml,0.49,31457
4147,667237,shop_1,gazoza,can,330ml,0.27,44491
4148,667237,shop_1,lemon-boost,glass,500ml,0.94,17530
4149,667237,shop_1,lemon-boost,plastic,1.5lt,2.55,9573
4150,138560,shop_2,kinder-cola,glass,500ml,1.49,13479
4151,138560,shop_2,kinder-cola,plastic,1.5lt,2.94,11387
4152,138560,shop_2,kinder-cola,can,330ml,0.61,19710
4153,138560,shop_2,adult-cola,glass,500ml,0.81,33465
4154,138560,shop_2,adult-cola,plastic,1.5lt,2.42,17010
4155,138560,shop_2,adult-cola,can,330ml,0.69,24910
4156,138560,shop_2,orange-power,glass,500ml,0.67,50684
4157,138560,shop_2,orange-power,plastic,1.5lt,2.33,14484
4158,138560,shop_2,orange-power,can,330ml,0.4,41342
4159,138560,shop_2,gazoza,glass,500ml,0.56,57577
4160,138560,shop_2,gazoza,plastic,1.5lt,1.06,24772
4161,138560,shop_2,gazoza,can,330ml,0.4,32762
4162,138560,shop_2,lemon-boost,glass,500ml,0.74,25723
4163,138560,shop_2,lemon-boost,plastic,1.5lt,2.83,9453
4164,138560,shop_2,lemon-boost,can,330ml,0.46,31123
4165,167001,shop_6,kinder-cola,glass,500ml,1.29,17150
4166,167001,shop_6,kinder-cola,plastic,1.5lt,2.32,15866
4167,167001,shop_6,kinder-cola,can,330ml,0.93,16447
4168,167001,shop_6,adult-cola,glass,500ml,0.97,35137
4169,167001,shop_6,orange-power,glass,500ml,0.67,49045
4170,167001,shop_6,orange-power,plastic,1.5lt,1.97,27311
4171,167001,shop_6,orange-power,can,330ml,0.5,49769
4172,167001,shop_6,gazoza,glass,500ml,0.49,75689
4173,167001,shop_6,gazoza,plastic,1.5lt,1.27,31224
4174,167001,shop_6,gazoza,can,330ml,0.39,49780
4175,167001,shop_6,lemon-boost,plastic,1.5lt,2.13,20082
4176,167001,shop_6,lemon-boost,can,330ml,0.73,17573
4177,351650,shop_4,kinder-cola,plastic,1.5lt,2.86,12175
4178,351650,shop_4,kinder-cola,can,330ml,0.7,21227
4179,351650,shop_4,adult-cola,glass,500ml,1.22,23399
4180,351650,shop_4,adult-cola,plastic,1.5lt,2.55,14527
4181,351650,shop_4,adult-cola,can,330ml,0.45,38972
4182,351650,shop_4,orange-power,glass,500ml,0.9,29924
4183,351650,shop_4,orange-power,can,330ml,0.64,21331
4184,351650,shop_4,gazoza,glass,500ml,0.66,40801
4185,351650,shop_4,gazoza,can,330ml,0.37,40136
4186,351650,shop_4,lemon-boost,can,330ml,0.49,28563
4187,667237,shop_3,kinder-cola,glass,500ml,0.95,12417
4188,667237,shop_3,kinder-cola,plastic,1.5lt,3.6,5645
4189,667237,shop_3,kinder-cola,can,330ml,0.64,13289
4190,667237,shop_3,adult-cola,can,330ml,0.7,19298
4191,667237,shop_3,orange-power,glass,500ml,0.9,18229
4192,667237,shop_3,orange-power,plastic,1.5lt,1.53,17293
4193,667237,shop_3,orange-power,can,330ml,0.47,25865
4194,667237,shop_3,gazoza,glass,500ml,0.81,14539
4195,667237,shop_3,gazoza,plastic,1.5lt,1.39,14427
4196,667237,shop_3,gazoza,can,330ml,0.42,20202
4197,667237,shop_3,lemon-boost,plastic,1.5lt,2.35,6896
4198,667237,shop_3,lemon-boost,can,330ml,0.69,11802
4199,141732,shop_5,adult-cola,glass,500ml,1.17,19475
4200,141732,shop_5,adult-cola,plastic,1.5lt,3,12783
4201,141732,shop_5,adult-cola,can,330ml,0.6,24140
4202,141732,shop_5,orange-power,plastic,1.5lt,0.47,30591
4203,141732,shop_5,orange-power,can,330ml,0.33,36016
4204,141732,shop_5,gazoza,glass,500ml,0.63,32045
4205,141732,shop_5,gazoza,plastic,1.5lt,1.07,20221
4206,141732,shop_5,gazoza,can,330ml,0.38,31220
4207,141732,shop_5,lemon-boost,glass,500ml,0.77,17877
4208,141732,shop_5,lemon-boost,plastic,1.5lt,1.64,15442
4209,141732,shop_5,lemon-boost,can,330ml,0.33,30236
4210,351650,shop_4,kinder-cola,glass,500ml,1.29,14144
4211,667237,shop_1,gazoza,plastic,1.5lt,1.33,18098
4212,667237,shop_1,gazoza,glass,500ml,0.62,39658
4213,141732,shop_5,kinder-cola,glass,500ml,1.44,10141
4214,351650,shop_4,orange-power,plastic,1.5lt,1.37,26003
4215,167001,shop_6,adult-cola,can,330ml,0.62,36149
4216,141732,shop_5,kinder-cola,can,330ml,0.85,9430
4217,667237,shop_3,lemon-boost,glass,500ml,0.59,18630
4218,167001,shop_6,lemon-boost,glass,500ml,0.81,34409
4219,141732,shop_5,kinder-cola,plastic,1.5lt,2.72,9819
4220,667237,shop_1,orange-power,plastic,1.5lt,1.84,17450
4221,351650,shop_4,lemon-boost,plastic,1.5lt,2.29,13202
4222,351650,shop_4,lemon-boost,glass,500ml,0.97,23969
4223,667237,shop_3,adult-cola,glass,500ml,1.13,15985
4224,167001,shop_6,adult-cola,plastic,1.5lt,2.34,27334
4225,667237,shop_1,lemon-boost,can,330ml,0.44,26082
4226,667237,shop_1,kinder-cola,can,330ml,0.59,16881
4227,351650,shop_4,gazoza,plastic,1.5lt,0.98,31140
4228,667237,shop_3,adult-cola,plastic,1.5lt,2.18,14421
4229,141732,shop_5,orange-power,glass,500ml,0.98,18521
4230,667237,shop_1,kinder-cola,glass,500ml,1.13,17597
4231,667237,shop_1,kinder-cola,plastic,1.5lt,3.04,11120
4232,667237,shop_1,kinder-cola,can,330ml,0.88,14622
4233,667237,shop_1,adult-cola,plastic,1.5lt,2.21,18222
4234,667237,shop_1,orange-power,glass,500ml,1.05,18457
4235,667237,shop_1,orange-power,plastic,1.5lt,1.93,17867
4236,667237,shop_1,orange-power,can,330ml,0.33,48586
4237,667237,shop_1,gazoza,plastic,1.5lt,0.95,32058
4238,667237,shop_1,gazoza,can,330ml,0.41,25521
4239,667237,shop_1,lemon-boost,glass,500ml,1.01,14536
4240,667237,shop_1,lemon-boost,plastic,1.5lt,0.5,24603
4241,667237,shop_1,lemon-boost,can,330ml,0.59,21493
4242,138560,shop_2,kinder-cola,can,330ml,0.67,26147
4243,138560,shop_2,adult-cola,glass,500ml,1.16,25620
4244,138560,shop_2,adult-cola,can,330ml,0.66,36582
4245,138560,shop_2,orange-power,glass,500ml,1.02,23923
4246,138560,shop_2,orange-power,plastic,1.5lt,1.35,35809
4247,138560,shop_2,gazoza,glass,500ml,0.54,61583
4248,138560,shop_2,gazoza,plastic,1.5lt,1.39,22806
4249,138560,shop_2,lemon-boost,glass,500ml,0.95,22160
4250,138560,shop_2,lemon-boost,plastic,1.5lt,1.9,18917
4251,138560,shop_2,lemon-boost,can,330ml,0.4,46204
4252,167001,shop_6,kinder-cola,glass,500ml,1.18,27854
4253,167001,shop_6,kinder-cola,plastic,1.5lt,2.57,19833
4254,167001,shop_6,kinder-cola,can,330ml,0.83,23179
4255,167001,shop_6,adult-cola,glass,500ml,0.93,50375
4256,167001,shop_6,adult-cola,plastic,1.5lt,2.99,22337
4257,167001,shop_6,adult-cola,can,330ml,0.76,35032
4258,167001,shop_6,orange-power,glass,500ml,0.93,38434
4259,167001,shop_6,orange-power,plastic,1.5lt,2.1,28458
4260,167001,shop_6,orange-power,can,330ml,0.32,85194
4261,167001,shop_6,gazoza,glass,500ml,0.61,57243
4262,167001,shop_6,gazoza,plastic,1.5lt,1.12,41972
4263,167001,shop_6,gazoza,can,330ml,0.34,68817
4264,167001,shop_6,lemon-boost,glass,500ml,0.89,32520
4265,167001,shop_6,lemon-boost,plastic,1.5lt,1.69,27737
4266,167001,shop_6,lemon-boost,can,330ml,0.52,46601
4267,351650,shop_4,kinder-cola,glass,500ml,0.95,24083
4268,351650,shop_4,kinder-cola,plastic,1.5lt,2.38,17196
4269,351650,shop_4,kinder-cola,can,330ml,0.88,20300
4270,351650,shop_4,adult-cola,glass,500ml,1.24,25675
4271,351650,shop_4,adult-cola,plastic,1.5lt,2.01,20959
4272,351650,shop_4,adult-cola,can,330ml,0.66,36639
4273,351650,shop_4,orange-power,glass,500ml,0.77,43905
4274,351650,shop_4,orange-power,plastic,1.5lt,1.85,25180
4275,351650,shop_4,orange-power,can,330ml,0.42,60301
4276,351650,shop_4,gazoza,glass,500ml,0.49,73238
4277,351650,shop_4,gazoza,plastic,1.5lt,1.2,30400
4278,351650,shop_4,gazoza,can,330ml,0.31,71337
4279,351650,shop_4,lemon-boost,plastic,1.5lt,1.78,27053
4280,351650,shop_4,lemon-boost,can,330ml,0.71,21857
4281,667237,shop_3,kinder-cola,plastic,1.5lt,3.58,6005
4282,667237,shop_3,kinder-cola,can,330ml,0.77,12053
4283,667237,shop_3,adult-cola,glass,500ml,1.41,8630
4284,667237,shop_3,adult-cola,plastic,1.5lt,2.84,10091
4285,667237,shop_3,adult-cola,can,330ml,0.52,26803
4286,667237,shop_3,orange-power,glass,500ml,0.86,25790
4287,667237,shop_3,orange-power,plastic,1.5lt,1.04,32389
4288,667237,shop_3,orange-power,can,330ml,0.48,29325
4289,667237,shop_3,gazoza,glass,500ml,0.83,9920
4290,667237,shop_3,gazoza,plastic,1.5lt,0.98,21786
4291,667237,shop_3,gazoza,can,330ml,0.31,38041
4292,667237,shop_3,lemon-boost,glass,500ml,1.12,12638
4293,667237,shop_3,lemon-boost,plastic,1.5lt,2.29,10380
4294,141732,shop_5,kinder-cola,glass,500ml,1.55,7026
4295,141732,shop_5,kinder-cola,can,330ml,0.81,16655
4296,141732,shop_5,adult-cola,glass,500ml,0.61,36388
4297,141732,shop_5,adult-cola,plastic,1.5lt,1.39,21864
4298,141732,shop_5,adult-cola,can,330ml,0.59,29997
4299,141732,shop_5,orange-power,glass,500ml,0.79,37653
4300,141732,shop_5,orange-power,plastic,1.5lt,1.67,18484
4301,141732,shop_5,orange-power,can,330ml,0.43,50054
4302,141732,shop_5,gazoza,glass,500ml,0.56,54149
4303,141732,shop_5,gazoza,plastic,1.5lt,0.87,29920
4304,141732,shop_5,gazoza,can,330ml,0.42,22026
4305,141732,shop_5,lemon-boost,glass,500ml,0.95,18546
4306,141732,shop_5,lemon-boost,plastic,1.5lt,1.22,21414
4307,141732,shop_5,lemon-boost,can,330ml,0.46,30952
4308,667237,shop_1,adult-cola,can,330ml,0.48,35384
4309,667237,shop_1,gazoza,glass,500ml,0.78,17268
4310,667237,shop_3,lemon-boost,can,330ml,0.73,9514
4311,351650,shop_4,lemon-boost,glass,500ml,0.97,26043
4312,138560,shop_2,kinder-cola,glass,500ml,1.26,18240
4313,138560,shop_2,adult-cola,plastic,1.5lt,2.53,21380
4314,138560,shop_2,kinder-cola,plastic,1.5lt,4.14,8084
4315,138560,shop_2,orange-power,can,330ml,0.49,43203
4316,141732,shop_5,kinder-cola,plastic,1.5lt,3.53,8781
4317,667237,shop_1,adult-cola,glass,500ml,1.14,20969
4318,667237,shop_3,kinder-cola,glass,500ml,0.9,12446
4319,138560,shop_2,gazoza,can,330ml,0.32,61898
4320,665102,shop_1,kinder-cola,plastic,1.5lt,2.71,7683
4321,665102,shop_1,kinder-cola,can,330ml,0.91,10661
4322,665102,shop_1,adult-cola,glass,500ml,0.94,23349
4323,665102,shop_1,adult-cola,plastic,1.5lt,2.8,12134
4324,665102,shop_1,orange-power,glass,500ml,0.81,28461
4325,665102,shop_1,orange-power,plastic,1.5lt,1.63,15531
4326,665102,shop_1,orange-power,can,330ml,0.52,29667
4327,665102,shop_1,gazoza,glass,500ml,0.71,27536
4328,665102,shop_1,gazoza,plastic,1.5lt,1.28,18688
4329,665102,shop_1,gazoza,can,330ml,0.39,22326
4330,665102,shop_1,lemon-boost,glass,500ml,1.19,9521
4331,665102,shop_1,lemon-boost,plastic,1.5lt,1.35,15926
4332,665102,shop_1,lemon-boost,can,330ml,0.64,16423
4333,137302,shop_2,kinder-cola,glass,500ml,1.37,12787
4334,137302,shop_2,kinder-cola,plastic,1.5lt,3.24,9823
4335,137302,shop_2,kinder-cola,can,330ml,0.71,18646
4336,137302,shop_2,adult-cola,glass,500ml,1.57,9447
4337,137302,shop_2,adult-cola,plastic,1.5lt,2.94,14489
4338,137302,shop_2,adult-cola,can,330ml,0.71,20687
4339,137302,shop_2,orange-power,glass,500ml,0.6,39030
4340,137302,shop_2,orange-power,plastic,1.5lt,2.16,15561
4341,137302,shop_2,gazoza,glass,500ml,0.7,33488
4342,137302,shop_2,gazoza,plastic,1.5lt,1.06,31753
4343,137302,shop_2,gazoza,can,330ml,0.37,34200
4344,137302,shop_2,lemon-boost,glass,500ml,0.99,17828
4345,137302,shop_2,lemon-boost,plastic,1.5lt,1.33,17697
4346,137302,shop_2,lemon-boost,can,330ml,0.55,23701
4347,168254,shop_6,kinder-cola,plastic,1.5lt,3.06,13553
4348,168254,shop_6,adult-cola,glass,500ml,1.2,22075
4349,168254,shop_6,adult-cola,plastic,1.5lt,2.7,17318
4350,168254,shop_6,adult-cola,can,330ml,0.7,26925
4351,168254,shop_6,orange-power,plastic,1.5lt,2.22,22429
4352,168254,shop_6,orange-power,can,330ml,0.54,42909
4353,168254,shop_6,gazoza,plastic,1.5lt,0.95,41660
4354,168254,shop_6,gazoza,can,330ml,0.45,26249
4355,168254,shop_6,lemon-boost,glass,500ml,1.15,18765
4356,351702,shop_4,kinder-cola,glass,500ml,1.26,15219
4357,351702,shop_4,adult-cola,glass,500ml,1.02,23563
4358,351702,shop_4,adult-cola,plastic,1.5lt,3.35,12055
4359,351702,shop_4,adult-cola,can,330ml,0.53,30323
4360,351702,shop_4,orange-power,plastic,1.5lt,1.33,25397
4361,351702,shop_4,orange-power,can,330ml,0.41,44117
4362,351702,shop_4,gazoza,glass,500ml,0.7,29888
4363,351702,shop_4,gazoza,plastic,1.5lt,1.18,29608
4364,351702,shop_4,gazoza,can,330ml,0.31,47868
4365,351702,shop_4,lemon-boost,plastic,1.5lt,2.2,12826
4366,351702,shop_4,lemon-boost,can,330ml,0.57,23827
4367,665102,shop_3,kinder-cola,glass,500ml,1.4,7824
4368,665102,shop_3,kinder-cola,plastic,1.5lt,3.38,5903
4369,665102,shop_3,kinder-cola,can,330ml,0.54,11728
4370,665102,shop_3,adult-cola,glass,500ml,1.11,14476
4371,665102,shop_3,adult-cola,plastic,1.5lt,2.49,10487
4372,665102,shop_3,adult-cola,can,330ml,0.6,17006
4373,665102,shop_3,orange-power,glass,500ml,0.24,39631
4374,665102,shop_3,orange-power,can,330ml,0.59,15564
4375,665102,shop_3,gazoza,glass,500ml,0.72,16960
4376,665102,shop_3,gazoza,plastic,1.5lt,1.17,16134
4377,665102,shop_3,gazoza,can,330ml,0.3,25577
4378,665102,shop_3,lemon-boost,glass,500ml,1.31,6667
4379,665102,shop_3,lemon-boost,plastic,1.5lt,1.56,11749
4380,665102,shop_3,lemon-boost,can,330ml,0.44,19073
4381,142030,shop_5,kinder-cola,glass,500ml,1.29,9608
4382,142030,shop_5,kinder-cola,can,330ml,1.05,8010
4383,142030,shop_5,adult-cola,glass,500ml,0.97,18153
4384,142030,shop_5,adult-cola,plastic,1.5lt,2.71,10882
4385,142030,shop_5,adult-cola,can,330ml,0.62,18493
4386,142030,shop_5,orange-power,glass,500ml,0.9,17783
4387,142030,shop_5,orange-power,plastic,1.5lt,1.03,22813
4388,142030,shop_5,orange-power,can,330ml,0.44,34504
4389,142030,shop_5,gazoza,can,330ml,0.35,32431
4390,142030,shop_5,lemon-boost,glass,500ml,1.3,7428
4391,142030,shop_5,lemon-boost,plastic,1.5lt,2,11458
4392,142030,shop_5,lemon-boost,can,330ml,0.51,19581
4393,168254,shop_6,orange-power,glass,500ml,1.11,16065
4394,168254,shop_6,gazoza,glass,500ml,0.66,50260
4395,168254,shop_6,lemon-boost,can,330ml,0.55,29582
4396,351702,shop_4,orange-power,glass,500ml,0.81,38181
4397,137302,shop_2,orange-power,can,330ml,0.58,25069
4398,351702,shop_4,lemon-boost,glass,500ml,1.09,20680
4399,351702,shop_4,kinder-cola,plastic,1.5lt,3.64,9033
4400,142030,shop_5,gazoza,glass,500ml,0.82,13127
4401,665102,shop_1,adult-cola,can,330ml,0.3,29777
4402,168254,shop_6,kinder-cola,can,330ml,1.01,13674
4403,168254,shop_6,lemon-boost,plastic,1.5lt,2.44,14279
4404,351702,shop_4,kinder-cola,can,330ml,0.58,23834
4405,168254,shop_6,kinder-cola,glass,500ml,1.19,17830
4406,142030,shop_5,gazoza,plastic,1.5lt,0.63,33165
4407,142030,shop_5,kinder-cola,plastic,1.5lt,3.03,5862
4408,665102,shop_1,kinder-cola,glass,500ml,1.39,9551
4409,665102,shop_3,orange-power,plastic,1.5lt,2.38,7546
4410,665102,shop_1,kinder-cola,glass,500ml,1.54,6486
4411,665102,shop_1,kinder-cola,plastic,1.5lt,3.75,5624
4412,665102,shop_1,adult-cola,plastic,1.5lt,3.6,6038
4413,665102,shop_1,orange-power,glass,500ml,0.92,17544
4414,665102,shop_1,orange-power,plastic,1.5lt,1.82,14002
4415,665102,shop_1,orange-power,can,330ml,0.51,23151
4416,665102,shop_1,gazoza,plastic,1.5lt,1.12,12538
4417,665102,shop_1,gazoza,can,330ml,0.35,28285
4418,665102,shop_1,lemon-boost,glass,500ml,1.18,9079
4419,665102,shop_1,lemon-boost,plastic,1.5lt,1.15,12939
4420,665102,shop_1,lemon-boost,can,330ml,0.51,21295
4421,137302,shop_2,kinder-cola,glass,500ml,1.49,9060
4422,137302,shop_2,kinder-cola,plastic,1.5lt,3.5,6910
4423,137302,shop_2,kinder-cola,can,330ml,0.5,14561
4424,137302,shop_2,adult-cola,glass,500ml,1.09,15483
4425,137302,shop_2,adult-cola,plastic,1.5lt,2.18,10741
4426,137302,shop_2,orange-power,plastic,1.5lt,1.96,15145
4427,137302,shop_2,orange-power,can,330ml,0.56,26266
4428,137302,shop_2,gazoza,glass,500ml,0.54,36093
4429,137302,shop_2,gazoza,plastic,1.5lt,1.11,23995
4430,137302,shop_2,lemon-boost,glass,500ml,1.24,8564
4431,137302,shop_2,lemon-boost,plastic,1.5lt,2.36,8178
4432,137302,shop_2,lemon-boost,can,330ml,0.86,5875
4433,168254,shop_6,kinder-cola,glass,500ml,1.34,15780
4434,168254,shop_6,kinder-cola,plastic,1.5lt,1.88,15155
4435,168254,shop_6,kinder-cola,can,330ml,0.7,15948
4436,168254,shop_6,adult-cola,glass,500ml,0.91,26743
4437,168254,shop_6,adult-cola,plastic,1.5lt,1.9,19248
4438,168254,shop_6,adult-cola,can,330ml,0.46,40850
4439,168254,shop_6,orange-power,glass,500ml,0.98,27110
4440,168254,shop_6,gazoza,glass,500ml,0.67,43238
4441,168254,shop_6,gazoza,plastic,1.5lt,1.14,25184
4442,168254,shop_6,lemon-boost,glass,500ml,1.05,19792
4443,168254,shop_6,lemon-boost,plastic,1.5lt,2.49,11835
4444,168254,shop_6,lemon-boost,can,330ml,0.61,19990
4445,351702,shop_4,kinder-cola,glass,500ml,1.31,10952
4446,351702,shop_4,kinder-cola,plastic,1.5lt,2.46,10222
4447,351702,shop_4,kinder-cola,can,330ml,0.9,10268
4448,351702,shop_4,adult-cola,glass,500ml,1.02,16907
4449,351702,shop_4,adult-cola,plastic,1.5lt,2.6,14099
4450,351702,shop_4,orange-power,glass,,0.7,34008
4451,351702,shop_4,orange-power,plastic,1.5lt,1.13,28459
4452,351702,shop_4,orange-power,can,330ml,0.56,22668
4453,351702,shop_4,gazoza,glass,500ml,0.7,23956
4454,351702,shop_4,gazoza,plastic,1.5lt,0.94,26237
4455,351702,shop_4,gazoza,can,330ml,0.41,25631
4456,351702,shop_4,lemon-boost,glass,500ml,0.61,30291
4457,351702,shop_4,lemon-boost,plastic,1.5lt,1.59,14558
4458,351702,shop_4,lemon-boost,can,330ml,0.39,29328
4459,665102,shop_3,kinder-cola,plastic,1.5lt,2.95,4671
4460,665102,shop_3,kinder-cola,can,330ml,0.95,6241
4461,665102,shop_3,adult-cola,plastic,1.5lt,2.45,11472
4462,665102,shop_3,adult-cola,can,330ml,0.59,16610
4463,665102,shop_3,orange-power,glass,500ml,0.87,15936
4464,665102,shop_3,orange-power,plastic,1.5lt,2.29,7659
4465,665102,shop_3,orange-power,can,330ml,0.4,22207
4466,665102,shop_3,gazoza,glass,500ml,0.62,19539
4467,665102,shop_3,gazoza,plastic,1.5lt,1.33,10983
